Tweet ID,Text,Created At,Views,Likes,Retweets,Replies,Quotes
1669071680801501185,20 kickups do I play in the charity match now @KSI https://t.co/qoMYSWxdGH,Wed Jun 14 19:57:53 +0000 2023,21430331,113642,4633,3631,407
1668359023899426825,i graduated school finally 🎓 https://t.co/gC7ZC9Md1D,Mon Jun 12 20:46:02 +0000 2023,5205885,93801,4441,1242,299
1665072427460698112,"what happened today ain’t cool, but I’m able to forgive. We cool. 
Big love to the FA and Wembley security for looking after me. Insane atmosphere today. 
Manchester till I die. https://t.co/rfuqg3q5mB",Sat Jun 03 19:06:16 +0000 2023,4452851,68043,2368,709,102
1664012161486663683,🇵🇹 x 🇧🇷 https://t.co/Gh4M3qMeIc,Wed May 31 20:53:09 +0000 2023,3501078,75872,3225,507,154
1662909952636116998,why am i shadow banned on twitter can u fix this @elonmusk https://t.co/UurFwyUYfG,Sun May 28 19:53:22 +0000 2023,3311150,33319,1617,947,26
1660382378563457024,this vini stuff is crazy its so hard being black we stand with you🇧🇷✊🏿 @vinijr,Sun May 21 20:29:42 +0000 2023,2692895,52485,3780,380,74
1658204923832545281,RT @KaiCenat: Happy To Announce Our New Show💚@ishowspeedsui https://t.co/8z3eM8cXYm,Mon May 15 20:17:16 +0000 2023,44,0,4200,0,0
1649942293158264832,i went on a date https://t.co/sdNYn7qOS5,Sun Apr 23 01:04:31 +0000 2023,4869041,136340,7140,1908,1574
1639069213200375808,🇵🇹 https://t.co/ldyhvegiA0,Fri Mar 24 00:58:47 +0000 2023,6475835,164912,7200,719,609
1639028547233673224,ronaldo is the goat,Thu Mar 23 22:17:11 +0000 2023,3219435,70214,6268,1433,149
1632444787730030596,wtf are man united doing wallahi i’m done,Sun Mar 05 18:15:41 +0000 2023,6138714,115793,5879,1155,502
1630305361608540165,no way https://t.co/iGXyO4ySbt,Mon Feb 27 20:34:22 +0000 2023,10006634,88689,2791,1249,241
1629535240996651009,"Ronaldo 6 goals in 2 games
Messi 6 goals in a whole season

I know who the real goat is🐐🇵🇹",Sat Feb 25 17:34:11 +0000 2023,5868060,120539,6913,2111,298
1628877457599111169,plz start garnacho he’s so good,Thu Feb 23 22:00:23 +0000 2023,1763453,20774,454,199,44
1628877034620428290,barcelona shit,Thu Feb 23 21:58:42 +0000 2023,6399516,113707,6925,1312,356
1624799809017196545,man united on top😆,Sun Feb 12 15:57:16 +0000 2023,3849844,56310,1962,745,106
1616148615398817805,ronaldo 2 goals messi 1 goal kkkkkkkkk🤣🤣🤣🤣 https://t.co/v85bQSiJj6,Thu Jan 19 19:00:31 +0000 2023,5635790,103346,4260,1492,334
1616147168867323904,THE GOAT DEBATE IS OVER RONALDO IS THE TRUE GOAT,Thu Jan 19 18:54:46 +0000 2023,8856174,154513,10016,2781,486
1616136878951989252,first time seeing ronaldo scored this is a blessing i can’t believe i’m alive right now,Thu Jan 19 18:13:52 +0000 2023,5716589,112358,4074,538,135
1616135522665086977,ronaldo is the real goat he’s proving himself now,Thu Jan 19 18:08:29 +0000 2023,5978293,112906,6587,1281,239
1614394021505294336,fight a real fighter ksi,Sat Jan 14 22:48:23 +0000 2023,10838916,161974,3553,1178,177
1613273787184844801,https://t.co/SZVpseBXlr,Wed Jan 11 20:36:58 +0000 2023,12103766,256664,9905,3454,1494
