Video ID,Video Title,Comment ID,Author,Published Time,Likes,Comment Text
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),UgzwA1KYave98YUdaVh4AaABAg,@JimiArchive,3 years ago,3.5K,homie said “i know i cheated” 😭
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),Ugy2ilraFGR54_xBTfF4AaABAg,@sevjustbip,3 years ago,730,Speed be having the best samples 😂😂
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),UgwtoVlI2KEf8vEJEtt4AaABAg,@itsbyalann990,1 year ago,11,Still here for this masterpiece 😩
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),UgzFYTnWLaPggHn-P5B4AaABAg,@kj1222,3 years ago,376,Why's this beat actually fire
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),UgyiTMt8WzANND6oZl94AaABAg,@akbevibin,3 years ago,555,make a music video
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),UgzkX3XK4N7mihPfDx94AaABAg,@pluto4816,3 years ago,82,BUMPING THIS IN THE HOOD ALL SEASON
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),UgwO4csixVxWtO1XqPN4AaABAg,@rrameil,2 months ago,4,"We miss this speed, speed cool now but this the speed I love"
Ib2eJ8AAtwU,IShowSpeed - One More Chance (Official Audio),UgyZFbC6XBcIkYpWDKp4AaABAg,@ksdiako1749,3 months ago,7,Miss the old days
WLj1oJV381U,.,UgyweO8jh5EBHmj5Tmp4AaABAg,@Nemsk,3 years ago,1.2K,speed bro take a rest recollect your thoughts and know you have your entire fanbase supporting you. stay safe man ROOF ROOF 🐶
WLj1oJV381U,.,Ugw8qEJAfFaOqzLogyZ4AaABAg,@Ray-tf4wu,3 years ago,1.5K,Can’t take him serious in the makeup but I feel for him
WLj1oJV381U,.,UgzkiRUjmPX1IQaGdct4AaABAg,@drewj4531,3 years ago,372,"Speed gotta stop blaming everyone else, bro doesn’t acknowledge any of his flaws and yall feeding him even more bs. Bro got problems and yall not helping him mature one bit. He did so many things wrong throughout the entire altercation, he could have saved the entire relationship if he had only been logical and smart. Dream aint do nun wrong. Beforehand u gotta let ya significant other know when u got another female over. It saves yourself the argument. Second, on multiple occasions she said not to touch her after you was acting out and doing ode erratic movements, You a man u gotta play smarter than that. You telling her to calm down when you not calm ya damn self and you end up not thinking straight. Start being quiet, close ya eyes and count to 10. Block out any other noise. You gotta clear ya head. What you need right now is a self love journey king. You not ready for no relationship right now. Focus on ya craft, keep grinding. After every altercation you cant resort to saying f**k these girls and that they only gon hurt you. Look at where you messed up and work on it. Learn from this and keep moving king, dont let something so simple and easily avoidable defeat you."
WLj1oJV381U,.,Ugxp_03_EyXFCSpDziJ4AaABAg,@AkiraDubs,3 years ago,1.8K,"I felt that when he said that girls will do whatever they can to get what they want. But, that is also something that could apply to everyone or anyone. Speed, my best advice is stay true to yourself! You've got this."
WLj1oJV381U,.,Ugylxl1W3nYMX2RDNbx4AaABAg,@bms10-8,3 years ago (edited),549,"Speed bro, you gotta pattern up. Dream was a good one. You ain’t the victim in this scenario."
WLj1oJV381U,.,Ugyv8XZ3zERzvtLfI714AaABAg,@skxpt6764,3 years ago,114,It’s ok speed you’ll get through this and we will be there as u do
WLj1oJV381U,.,UgxTHijrzkM2E9Qi0Hd4AaABAg,@hypermartin2146,3 years ago (edited),249,Get her back man! This was a misunderstanding and she helped you so much and you guys were just right for each other. She was a real one!!! 💯
WLj1oJV381U,.,UgytyHrXG5ivmlgyDVl4AaABAg,@GreenBreeze,3 years ago,361,Speed is lowkey delusional I don’t think dream was trying to use him for anything I felt Like she was genuinely hurt especially when she didn’t even want to be seen on stream anymore. Unless he’s referring to his mom and not dream
WLj1oJV381U,.,UgybSrxx4wD7JI4-Nqt4AaABAg,@hyenaman007,3 years ago (edited),116,"Speed no cap, she was down bro fr. She was for you, she just felt hurt and betrayed(how you had the girl over and you never told her) Y’all gotta talk this over"
WLj1oJV381U,.,UgxGhNsqa-TDKC5QiGN4AaABAg,@brianwilliams2076,3 years ago,464,"Bro speed I understand you’re upset, and I believe that this is a misunderstanding, but  Dream isn’t in the wrong you can see she’s hurt and she let the other red flags slide you gotta chill. Let her cool off and have a conversation OFF STREAM and let her know what happened, show her that you truly care. I love you bro keep your head high, SPEEDGANG FOR LIFE ‼️‼️"
WLj1oJV381U,.,UgySiXUioss6ywzCISp4AaABAg,@RPD_Vito,3 years ago,616,"Dream was a W. Speed was an L in this situation because of that girl came over, he should’ve at least let dream know before hand. It makes him look even more suspicious when his mom tells dream that he’s had girls over, and the whole missing condom thing. Hopefully she comes back but who knows"
WLj1oJV381U,.,UgyTAYauZPuDywzFt654AaABAg,@NotItRightNow4643,3 years ago,509,"""These females don't like you"" felt offended

""Stay true to yourself man"" felt motivated

""Imma go to a different path"" 'watchu mean by that,"
WLj1oJV381U,.,UgzjUznD8SlDArmeEBF4AaABAg,@thesoundsoflife2730,3 years ago,405,"Dream ain’t done nothing wrong, you should’ve turned the stream off and talked to her"
WLj1oJV381U,.,UgxOaY8yDRvflk56GT94AaABAg,@liana-qh7zb,3 years ago,291,coming from a girl who has said something similar from dream when she said “that tattoo don’t mean nothing.”it was definitely out of hurt and anger a bit. speed was invalidating and disregarding her feelings which caused her to react the same. he just needs to talk to her privately and give her the reassurance and communication she needs. he’s a good guy and a good streamer but he needs to put his stream aside sometimes in situations like these because it definitely made the situation uncomfortable and worse. :/ luv u speed you guys will reconnect but pls prioritize urself and ur mental <3
WLj1oJV381U,.,Ugzq8WR0_F91wxFsCj54AaABAg,@Fusion448,3 years ago (edited),266,"Speed you gotta let Dream know beforehand if your having a girl over and what it's for. You have to make sure to communicate with her so both of y'all know and can build that trust. If I'm being honest it wasn't Dreams fault, you were calling this random Aliyah girl when you were with Dream and than you expect that there will be no trust issues. That was a red flag. I love you bro so imma tell you how it is. Go get her back king 👑 She a real one 💯"
WLj1oJV381U,.,UgysmXd4AFWzD3BfZzx4AaABAg,@rose3033,3 years ago,267,speed she’s gonna come back everyone has issues in their relationship don’t give up yet dream was perfect for you just go back to the old streams 🦾
WLj1oJV381U,.,UgwYv9xQTZzzVWYxnaB4AaABAg,@Toomuchfrankie,3 years ago,66,speed don’t trip you just gotta grow up and mainly get your own crib seriously it gets a lot easier when you have your own place
WLj1oJV381U,.,UgwV7YUFLdYJ4e64sh54AaABAg,@cue5186,3 years ago,379,I've been paralyzed for 27 years of my life and this gave me the strength to jump out a window.
WLj1oJV381U,.,UgwJC34VejnBKhS2yRd4AaABAg,@omgurheadsgone,3 years ago,1.2K,Mans has her named tattoo’d already too lmao 😂
WLj1oJV381U,.,Ugy91APY7NVyokcvwnZ4AaABAg,@hermishwagner8453,3 years ago,294,"For those who ain't watch the stream: while dream was doing speed's makeup, speed's mom said “You can't be having all these girls over here that's disrespectful” in front of dream, and she understandably got mad. Speed explained that the girl was over bc he was interviewing her for a blind date for Marcus, but dream didn't believe him. He said “I got your name tatted on me, why would I cheat” to which dream replied “That don't mean nothing” (meaning, he could still cheat despite the tattoo) but speed misunderstood this for disregard for his devotion. Speed then asked her to leave, and then got upset."
cH4mrYa91GA,im quitting basketball,Ugywegm1lud_7dbT4j54AaABAg,@KingJojoB,3 years ago,505,Speed do whatever makes you happy remember mental health is everything
cH4mrYa91GA,im quitting basketball,UgwWz1o24WhOP0c0yZZ4AaABAg,@RealActuallyMichael,3 years ago,648,Speed Needs an Editor to edit his vids 😂
cH4mrYa91GA,im quitting basketball,Ugzq880zb7sdryZM6-d4AaABAg,@askell1490,3 years ago,446,"marcus is actually a W, speed looks so much more happy with him"
cH4mrYa91GA,im quitting basketball,UgzvJg70xC-y-CBN-Lp4AaABAg,@Feruzi333,3 years ago,81,15:01 Nah bro did speed dirty 💀💀
cH4mrYa91GA,im quitting basketball,UgzaduVZYxvA4ckm4K54AaABAg,@lmao6575,3 years ago,262,speed got his ankles dismantled 😭😭
cH4mrYa91GA,im quitting basketball,Ugy21zyx1R1RF0ZzU4R4AaABAg,@darvin50k,3 years ago,211,"To the person reading this: Even though I don’t know you, I wish you the best of what life has to offer ❤️"
cH4mrYa91GA,im quitting basketball,UgwuzpBo7SEHABj0f-d4AaABAg,@whereareyouimsorry,3 years ago,40,"2:16 ""turn me up chat!!!!!!!!!!!! turn me up!"" like he's livestreaming🤣🤣🤣🤣🤣"
cH4mrYa91GA,im quitting basketball,UgwP35XBlp9FpbxcrW54AaABAg,@Anonymyyyyyy,3 years ago,21,Speed is carrying 2021 !!!! Much love bro keep doing your thing
cH4mrYa91GA,im quitting basketball,UgyT_p44BK_2y0CXX5N4AaABAg,@venomhaha2823,3 years ago (edited),88,Man speed is a w love him when he does irl streams keep up the great work!
cH4mrYa91GA,im quitting basketball,UgwEKU0LRQYVuLDYAyx4AaABAg,@blu9371,3 years ago,23,"I wanted to be friends with a girl, she rejected me from friendzone, then she became my crush. I still tried to talk with her but she fully ignored me. Then i ignored her too and moved on with our lives. This happened like a few days ago. Now it is , yes, it is a bit hard to go past this period of time this quick but I m slowly recovering. I m just focusing on myself now. So, y all, make sure you keep your head up and don t be afraid of other s opinions . I m going through more than the shit above , but I m fighting with everything bad, like a winner. So, don t get demotivated and I wish you the best.
Take care
Love you 
And also Speed, just continue to do yo thing cuz one day it will be good. You came up here alone, and you need to remember why you got up here. Because of trying to make bread. Now that s yo legacy and do everything to keep it alive. Don t ever give up in what you love bro."
cH4mrYa91GA,im quitting basketball,UgxPEJ103SylxHciOxp4AaABAg,@IsCiti,3 years ago (edited),12,Speed living good man no matter what you go through you got your real supporters. 🙏🏼❤
cH4mrYa91GA,im quitting basketball,UgwG-Bw-4LzgvGuvz4B4AaABAg,@jayiscrzy_fm9709,3 years ago,81,2:00 How did he not see that travel Speed did a whole euro step then started dribbling 😂😂
cH4mrYa91GA,im quitting basketball,UgycMyARje5ENjiWUJV4AaABAg,@BankrollMike,3 years ago,53,"I pray whoever see this you’ll be successful in life, God has a plan for you just trust the process never give up God bless everyone…💕"
cH4mrYa91GA,im quitting basketball,Ugx3HvmavZkzKiyekDR4AaABAg,@djomegadragon,3 years ago,96,Speed’s ankles: I can’t take this shit no more man!
cH4mrYa91GA,im quitting basketball,UgwyxP5TlQaLoQlx2954AaABAg,@habenonfolkss,3 years ago,40,15:02 speed u alright there 😂😂
cH4mrYa91GA,im quitting basketball,Ugw-C0IsjD86J4Sjr5R4AaABAg,@jay300_,3 years ago (edited),11,7:11 What a shot😂
cH4mrYa91GA,im quitting basketball,Ugyx8OdieJ3nP3fthYx4AaABAg,@djpacanskyy,3 years ago,69,Can't wait for Speed vs Flight💀
cH4mrYa91GA,im quitting basketball,UgzC84VkLBejELFFEtV4AaABAg,@2StrokeMichael,3 years ago,28,"Bro remember it’s just a game, u can’t win them all but u can learn a lot and learn from mistakes keep up the good work next time play with a calm mind and don’t get so upset."
cH4mrYa91GA,im quitting basketball,UgyPHFcZ65NDA_bSm8x4AaABAg,@KingNeverScared98,3 years ago,31,I almost died when he hit the light 😂
cH4mrYa91GA,im quitting basketball,UgyPCKmopnsAmL7Hmyh4AaABAg,@supremex9756,1 year ago,4,This is where the footbal journey begins.. this is where the Ronaldo saga starts..
UbeKx5s3RGU,bald,UgxfrAT3ZPFfBqGJUht4AaABAg,@NathanielHall,3 years ago,2.6K,NICE FILTER LMFAO
UbeKx5s3RGU,bald,UgyUVqlCNhrZx1Ch-9h4AaABAg,@DonSteverr,3 years ago,1.2K,"Speed , The Last Dooty Booty Bender"
UbeKx5s3RGU,bald,UgwII9Ne1IbOd1o5Hj94AaABAg,@RealActuallyMichael,3 years ago,4K,Thought this was for real for a second 😂
UbeKx5s3RGU,bald,UgxaO74Nw26vxioysZN4AaABAg,@Tenzi_,3 years ago,1.4K,I can just imagine this being real LMAO
UbeKx5s3RGU,bald,UgxhqEqnvgKGkHR0jVJ4AaABAg,@one9021,3 years ago,1.8K,It would be hilarious seeing speed bald with his personality
UbeKx5s3RGU,bald,Ugy83RBvJssg7fD59eB4AaABAg,@RRedFireG59,3 years ago,1.3K,Bruh imagine he actually did and he’s now known as the bald guy that barks and twerks 😭😭😭
UbeKx5s3RGU,bald,UgwW5glsiDIqUNVlgJV4AaABAg,@jaicarnes7799,3 years ago,633,"We can see the filter😂😂 you make my day, funniest streamer"
UbeKx5s3RGU,bald,UgxlSX-AKdxWv2-LV6l4AaABAg,@SiimplyGrinding,3 years ago,568,Haters will say its a filter
UbeKx5s3RGU,bald,Ugwk3SSpaAbSPcYHP_p4AaABAg,@Datboyyed,3 years ago,274,Now just imagine Prime Laughing Right now😂😂😂
UbeKx5s3RGU,bald,Ugwg5TobhR5uyPe_36d4AaABAg,@jarebans651,3 years ago,81,bro trying his hardest to keep the snap filter on 😭
UbeKx5s3RGU,bald,UgzpBXzqhHnVonmwS6Z4AaABAg,@Zzziioonnn,3 years ago (edited),272,I like how he thinks we don’t see the filter outlines 😂
UbeKx5s3RGU,bald,UgxA5tyf8SAjqo7zKsh4AaABAg,@UserName-hf6em,3 years ago,84,He’s looking at us like a disappointed father…
UbeKx5s3RGU,bald,UgxkNTocUQNaE-UKhzB4AaABAg,@galliumwashere4591,3 years ago,86,The dread at the back glitching in and out
UbeKx5s3RGU,bald,Ugz1G0Xwg41CAbvQ9hZ4AaABAg,@swerzye4472,3 years ago,388,The fact that he actually thinks he’s tricking us 😭😭😭
UbeKx5s3RGU,bald,UgyPcgfoph7RF1TXDlJ4AaABAg,@juniorbeastyt,3 years ago,25,That Filter Messing up around them Ears speed 😂
UbeKx5s3RGU,bald,UgzAAwQa1EUm8SaRFAV4AaABAg,@mikeybrown3828,3 years ago,52,how could he keep a straight face when hes looking at himself like that 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
UbeKx5s3RGU,bald,Ugz6tD2dxTCZ0GhDZdl4AaABAg,@CheatGang,3 years ago,866,Why he looks 40 & 16 at the same time ??
UbeKx5s3RGU,bald,Ugy1FOardqeXxsFgQul4AaABAg,@frxsttrey5362,3 years ago,82,"Speed this is the second time you’ve done this, we know its a filter 💀"
UbeKx5s3RGU,bald,Ugz_aXZ1CBft4WnfzWV4AaABAg,@chance7204,3 years ago,50,That filter go crazy 🔥🔥🔥🔥🔥🔥🔥
UbeKx5s3RGU,bald,UgwQ-O6L1Uc3Ssp0-4d4AaABAg,@houdinik7293,3 years ago,12,Not going to lie but why my boy looking like Milk Dud 🤣🥔🌰
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgwEkh357KPkXLt15Wt4AaABAg,@AdinRoss,3 years ago,63K,so fire
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgwOdA5i2F5LM-wm7w14AaABAg,@sebastiantello1163,3 years ago,43K,Speed can be a rapper if he takes time to write something real💀
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgzQBcLXehYHtUGKWhJ4AaABAg,@DRUMMYYT,3 years ago,18K,bro’s energy is unmatched
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgxGhY3cvAaEBRysGMR4AaABAg,@Cam556X,6 months ago,145,0:23 speed we already knew
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugx4ScTZb47lbEHC5yd4AaABAg,@Learnkids1,3 years ago,16K,This song will forever be legendary
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugw9mJfNCzAiBS2PKMB4AaABAg,@Golden0996,3 years ago,8.1K,The fact this man hasn't lost his vocal cords is honestly impressive.
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugxy0NYsazSG4W5Jqrl4AaABAg,@MiladMirg,3 years ago,7.6K,Man's actually a rapper bro thats wild
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgyNQoZTTjcxgp7WEEN4AaABAg,@oklol22,1 year ago,308,GIORNO'S THEME AUDIO GO HARD 🔥🔥🔥🔥🔥🔥🔥🗣🗣🗣🗣
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgwypHWyk8vJMU4wetF4AaABAg,@tyst.v3732,3 years ago,4.4K,this shi is 10x funnier because it's actually goes hard for zero reason lmao.
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugy_93EOKeWHNDGIRiF4AaABAg,@Bxrry,3 years ago,4.3K,When bark adlibs go hard 🔥🔥🔥🥶
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgyIEWh-fXPjfWd4wZ94AaABAg,@succulentravioli954,3 years ago,1.5K,"This dude has comedy, can rap, and has overall good cultural taste. There is no limit for this man"
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugxyg8iToGgsSkcfewB4AaABAg,@neeks3112,11 months ago,251,Nah i miss this era xD
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgyLR8FdNw0jYk2Atit4AaABAg,@everettbound,3 years ago,2.6K,bro just needa up his lyrics cuz his flow is immaculate
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgzUSBiws0KmGQwdz954AaABAg,@yahirs_pusyy,3 years ago,4.5K,His flow is immaculate he just needs some real lyrics
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgwT5F3V8rPpT5du2dl4AaABAg,@izi_prime,3 years ago,20K,Let’s gooo
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugxjjtn5AiQwBtHpwtZ4AaABAg,@RedToxicHoodie,1 year ago,25,0:55 SPEED BACKFLIP!!!
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugwkk6QchYOzYR42BXl4AaABAg,@erwinsmith7901,3 years ago,1.5K,Bro is spitting the most sus bars ever 😭😭
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgxkrCIVsByuUgFnlSp4AaABAg,@NotMaliq,3 years ago,848,Bro is literally a mixture of flight and rage but still unmatched
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),UgzaIzdoc6wfLb74ABF4AaABAg,@akagrim0,3 years ago,5.1K,"besides the lyrics 💀 , he has a good flow; he could really do music 🔥"
65ZbbS8Xa6w,IShowSpeed - Bounce That A$$ (Official Music Video),Ugx-ilsXbWgE7y9zzRt4AaABAg,@ExpressClipzzz,2 weeks ago,7,Prime Speed what a era😢
tsPNG_uqAqc,💔,UgxGh9Gu8Jepk4h8aN54AaABAg,@discento9040,3 years ago,1.4K,I don't want Speed to become the next Etika. He's so kind bro like you can see he really loves this and it hurts to see him like this.
tsPNG_uqAqc,💔,UgymAT8qBekEZ79dv3N4AaABAg,@Justin-pp3pl,3 years ago (edited),1.9K,"I feel like speed is dealing with some very dark mental issues. If you listen to him talk, you can tell he's very cautious about revealing how he truly feels inside. But he frequently lets out subtle red signs. It also seems like he's constantly on the edge of doing something very drastic and impulsive, not because he's angry in the moment, but because he's bottled up his feelings for so long and has always felt that way."
tsPNG_uqAqc,💔,UgxxFMqwu98x7AUGzqd4AaABAg,@stockbrave2923,3 years ago,482,This young king is different . He looking for direction and comfort at the same time Jesus love you king
tsPNG_uqAqc,💔,Ugx5EpQoWaVDhpS0Bsl4AaABAg,@theyluvmani9774,3 years ago,874,leave this man alone .. he’s literally the sweetest . lord please protect him . praying4you yo ‘ 🥺💕 !
tsPNG_uqAqc,💔,Ugw8pAd4k7_TidykSpB4AaABAg,@abnher,3 years ago,815,"When he was on that blind date with that girl she asked him where you’re gonna be in 5 years, he didn’t wanna answer it and felt uncomfortable..really made me sad. Please keep your head up man whoever doing this is just stacking bad karma. Everything will be okay speed."
tsPNG_uqAqc,💔,UgyUdmKT_gmSLh6MSpR4AaABAg,@PixieHubFX,3 years ago (edited),1.2K,"Real talk speed does a lot for his fans content wise. HE puts on a new persona just to make people laugh and people take him for granted like he is some sort of dog or something. He is human too, he has feelings too, and people wanna exploit his kindness to the max. Ily speed keep up the good work bro. (Edit: Why does this have so many damn likes?)"
tsPNG_uqAqc,💔,Ugwi8mcaTUvC7Ixquy14AaABAg,@darlo3089,3 years ago,76,"I feel bad for him, haters love to hate, he's a good guy for real"
tsPNG_uqAqc,💔,UgyQjR3uJg1c3t_VvVx4AaABAg,@ChrisAldayy,3 years ago,3.2K,Bro this actually messed up bro. I hope stuff gets better for you speed 😔
tsPNG_uqAqc,💔,Ugzov5gvRbLwrApoGVp4AaABAg,@Prettyoldsoul21,3 years ago (edited),1K,Man i wish I can hug this man as tight as I can. I can see the pain in his eyes & voice. 💔🥺 speed seems like a nice person but ppl keeps treating him wrong.
tsPNG_uqAqc,💔,UgzKtvn1gPAXjeMwI-Z4AaABAg,@imaadi....,3 years ago,2K,He seems like he was having a panic attack he deserves a fanbase that actually validates his feelings😕
tsPNG_uqAqc,💔,Ugw-Z5jHJa1gu0OX3Vp4AaABAg,@potionseller1024,3 years ago,48,"Bruh, you’re gud. Life is so long and you’re so young. I’m sending calm energy your way. I feel for you. Life will get better"
tsPNG_uqAqc,💔,UgwN6VVhxM6MJq7Vt8l4AaABAg,@We_lit.,3 years ago,214,Damn I actually feel really bad for him man 😔 he doesn’t deserve any of this. Justice for speed ✊🏽
tsPNG_uqAqc,💔,UgwJyQ-yUuFDohjc4Ql4AaABAg,@StockPlug_,3 years ago,237,"You’re young bro keep your head on straight , your fans will be here . You’ve built a strong community keep being you Speed"
tsPNG_uqAqc,💔,UgxIu5oLN9VdmcbHb2x4AaABAg,@musicdistractspain,3 years ago,734,"the fact that something like this can happen and he can still say ""i love yall boys."" is just...wow to me"
tsPNG_uqAqc,💔,Ugy7ujzI1cOxg_iDv5x4AaABAg,@Fabilicious02,3 years ago,23,"you gon get through this big dawg, we love you heavy and you know we gonna be here to support you every single step of the way Brodie, be safe, all love"
tsPNG_uqAqc,💔,UgxFKFV6XYoE01L36zR4AaABAg,@Tyandkate,3 years ago,6.3K,Bro makes great content just for people to do things like this… minds his business and this is what happens. so sad and selfish. Praying for you bro ☝🏽
tsPNG_uqAqc,💔,UgwmMP8fg6LfUZLv1el4AaABAg,@thesaucereaper,3 years ago,347,Speed I'm sorry for what you going through bruh. Keep pushing bruh u almost at the top man. Keep pushing and don't let anyone get u down
tsPNG_uqAqc,💔,UgzRT-GBTTHvkJ17s9J4AaABAg,@Dagolden1child,3 years ago,1K,awe poor baby ☹️ i hope you guys understand clout isn’t always the best. the obstacles stress you out so much. get better speed ❤️
tsPNG_uqAqc,💔,UgzmuP-h5uB6mWWd1ax4AaABAg,@Lifeasnana1,3 years ago,66,"This sad, y’all gotta leave the kid alone. He really misunderstood .. 💯 hope you get better bro ❤️‍🩹"
tsPNG_uqAqc,💔,Ugypmth3sztNH6TAKw94AaABAg,@krystaldeseann,3 years ago,3,Bru this man go thru so much and y’all wonder why he always mad
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgxjQ9Mj8NRUAHB1-fB4AaABAg,@KingBeef007,3 years ago,988,"She was definitely being fake. I feel you on this Speed. Her energy was way off and she was being disrespectful and sarcastic. Once you told her to leave, she really did not like that, but tried to play it off. She a clout chaser and you are a dreamchaser. Stay Blessed."
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgyvqZxpbfMLmAg5Krl4AaABAg,@PRECISIONRAW,3 years ago (edited),5.3K,"You deserve better Speed. A better support system like Zias, girls around your age etc. A good thing you can do is taking a break from streams & return to Ohio for school. You’ll be in a way better space mentally. Stay safe ❤️"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,Ugz17INMvo7jRSbsLmx4AaABAg,@ronross6809,3 years ago,514,Zias a real one. He the only one tryna really look out for dude.
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgyxelY_kSSwLGvwxHJ4AaABAg,@jkoryjohnson5934,3 years ago,492,Speed didn’t notice Zias was actually the only person doing any helping…
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgyMCdfjEd1_WF-C4HZ4AaABAg,@Zentris,3 years ago,655,honestly zias being around is a good thing for speed.
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgxJM38iz0EJd535KEB4AaABAg,@desnotes,3 years ago,786,When he said “I’m not emotional I just don’t want you” he solidified himself as a legend!!!!!!
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgxatptgMf620loYBSV4AaABAg,@JimiArchive,3 years ago (edited),420,"we are here for you speed , feel free to take mental breaks 🤝"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgzEQtnzWfumkvBV5Gl4AaABAg,@capital9597,3 years ago,50,"Aye man, as a young black man from Michigan it make me feel good seeing you be successful. Im just recently gettin into your content, and so far i feel like i been seein u get played a lot. i be feeling for u bro. Yo fan base dont seem to really be helping yo mental either. If you do happen to see this, i just want u to know that its niggas out here that care and wanna see u do good. Keep yo head up and keep moving forward"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgwkHP8QS8bThrkVj_R4AaABAg,@realistone8470,3 years ago,1.3K,"Looks don’t matter when the personality isn’t there , head up king❤️"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgwX1sho4cuBl2REFVZ4AaABAg,@drewme2jesus0,3 years ago,1.7K,"Mans said “I’m not emotional, I just don’t want you” 😂😂😂"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgwPI1THqOK9PMr1Gmt4AaABAg,@Unknown-lx6vx,3 years ago (edited),761,"I believe Zias might be a good mentor for speed, Zias was sincerely trying to help Speed but Speed saw it as a shot towards shorty. Speed should honestly find someone his age to date or around it but he shouldn’t be rushing things. Speed should take a break and comeback when his in the right mental space, I love Speeds content and I hate seeing him so depressed. I just hope he finds the right people to support him and be with him every step of the way."
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgwImBO95cP3o7xEVl94AaABAg,@gamerjj5999,3 years ago,39,"L fans, L girls, L friends. This guy can’t catch a break and it’s sad"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,Ugye-qy1JxT20h5ogfx4AaABAg,@cozy9139,3 years ago,226,"I can tell that Zias is really trying to help Speed out and be a good Influence to Speed.
He always saving the Situation and giving all of them big bro energy..."
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgzM4GXsXiMU4LMSaWB4AaABAg,@edofromtheghetto2371,3 years ago,327,mad respect for not only caring about her looks
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgzUWt0HV0tRcpr6QHx4AaABAg,@jaylanm5133,3 years ago,473,"she took that rejection to heart lol , bet she ain’t used to that from all the validation she usually gets"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,Ugx7r1CNiqbLw1iBmb14AaABAg,@Ez4Pro,3 years ago,65,zias really cares about speed and i love to see it. W zias man
Z3Ci-zuW7kc,why i’m not dating no more…..💔,UgzZkFdWlBxILifzOed4AaABAg,@KingKylerrrr,3 years ago,85,She was rude the whole time. Glad you told her to leave. You deserve better.
Z3Ci-zuW7kc,why i’m not dating no more…..💔,Ugzpx9U8PAPGZKMaXAB4AaABAg,@Sparkle_z,3 years ago,737,"I don’t know if speed be joking or not in his vids, but I honestly think he needs help🤷🏽‍♀️ mental healthy is a big deal to me and and am sure to many and it’ll be sad to see him turn out a certain way because he isn’t mentally okay. Seems like a very nice and hard working young man. I hope the best for him❤️"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,Ugx6ppWFvdsNn4xGKol4AaABAg,@averygoffney7593,3 years ago,155,"Speed you need to keep Zias around you bro, he genuinely has your best interest"
Z3Ci-zuW7kc,why i’m not dating no more…..💔,Ugz1t4G3UUTn9anT8El4AaABAg,@LoveLife-eq5by,3 years ago,27,"Zias gets thru to him , he needs him in his corner for sure 💯"
