Video ID,Video Title,Comment ID,Author,Published Time,Likes,Comment Text
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgyywGwAGMnW-GEdfeZ4AaABAg,@memphisfrmda30,4 years ago,2,noti gang
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgxdE7UPPKWajW24n_x4AaABAg,@EznFn,4 years ago,3,Can you post hook cheese with post scorers    That are 6’9 to 6’11 ?
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgxFu0nL10wIerBnze54AaABAg,@gamingwithtrey6268,4 years ago,1,"I told before to make the 6,9 all blue pie chart"
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,Ugxe1LgPWR3D5CttGqh4AaABAg,@user-ow8fm5ko3m,4 years ago,1,Speed
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,Ugygtm7OyoAiexm2XyJ4AaABAg,@ygleonnnhooks8494,4 years ago,5,"this build
OP im a 7’3 pure blue and lost to that build be4 i tried to make it and i got 30,6,9,11 with slash take max weight"
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgycVFv0fVZ4RctUOZN4AaABAg,@rishont10,1 year ago,1,I feel like a vid will probably come out in 3 years on 7 October 2023 from this guy
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgxaiVBU7Ul1GvNgxgN4AaABAg,@narfreshio9281,4 years ago,2,i made mine 215 lbs 6’9 so i get that 95 driving dunk i  got 30 7 12 11
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgygJAyioOYMbYSVgDJ4AaABAg,@AxmPlays,1 year ago,1,"Who's here in 7th October 2023 (the video the day ""Hi Me In 3 Years released"")"
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgzNXcxJ1AjC7Tlt5d94AaABAg,@tentrolafoia4863,7 months ago,1,Sup guys
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgyiSGbqU4hxTRXbHS14AaABAg,@cvpfus,1 year ago,1,Chat is this real?
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgzbPpV3l6sJIKVVjXN4AaABAg,@dunk_onyu1017,4 years ago,2,I gotta better post scorer my 6’10 get 78 speed 95 driving dunk 95 hook and a 62 middy he get 29 finishing 10 shooting 14 playmaking 10 defensive
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,Ugz9L6__14iJcny3oCJ4AaABAg,@DUKETATUM,3 years ago,1,100th like :)
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,Ugx3fF-e-V1OggH2hQt4AaABAg,@Marcus-dl7lu,4 years ago,2,I made this build with more speed and less strength
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,Ugx_ZMgph8HTmwfARP14AaABAg,@foxbrunet8977,4 years ago,1,I get 30 7 16 11
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,UgxgA9xSAX8aa8Ws-E14AaABAg,@redkid504,4 years ago,1,They patched post hooks tho
28ncq613DMg,*NEW* BEST 6’9 POSTSCORER BULD WITH A 99 POST HOOK IN NBA 2K21! BEST POSTSCORER BUILD AFTER PATCH 4!,Ugx1rwTyssdEZvsOivh4AaABAg,@Sirrtreeey,4 years ago (edited),1,speed hmu if you need thumbnails bro on ig @Edits2k__
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,Ugw6xeaWCilx2SfphHN4AaABAg,@mzansi_music_,1 year ago,7,3 year later - 20.5million subscribers you deserve it 🎉 🎉❤️
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,Ugw8nnURdZNeVUmac994AaABAg,@mzansi_music_,1 year ago,5,You finally made it🎉🎉 20.5 million subscribers
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgwzdozgKCZoGa5_e0V4AaABAg,@therealone-m6l,1 year ago,10,"If your reading this, I know your here because this is the least popular"
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgzG16ZDrZ7ruxQrHjB4AaABAg,@ImMrJakobYT,1 year ago (edited),5,"i mean, every channel has to have a least popular video"
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgwoI8I0urbx6XiEZd14AaABAg,@THEONEJON,1 year ago,2,That’s the least popular speed vid
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgwL_c_6vPc5m_zmpFF4AaABAg,@modenpocytalt,8 months ago,1,least popular  video im here for u SPEED <3
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgyeYqPF32tadtzJDDR4AaABAg,@Leakedshi,1 year ago,2,Speeeeeeeddddddd😂😂😂😂😂
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgyRCubfzb191-3ccn94AaABAg,@ChrisPerry-ok4ic,1 year ago,3,Yo least popular vid
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgyYSZ32CncAUobH3hB4AaABAg,@zoro2225,1 year ago,3,I'm from 2023
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgxKJJakrrhme_4bsD54AaABAg,@ITZCRAWLL,1 year ago,2,OLD speed 😯😯
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,Ugx1JhGgVBIznDqo3iV4AaABAg,@lavikhazin9350,1 year ago,2,hello from 2023
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgxGKyY4Quthe0L8xhl4AaABAg,@ffggeee1496,1 year ago (edited),2,His least popular vid
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,Ugxw9ijsVW3PI_1y6KB4AaABAg,@N4A3NO1RF24,1 year ago,2,😂
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgzJJCWJMq3gdHhCteN4AaABAg,@ngohieu8165,1 year ago,2,siuu
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,Ugwxjut2GWQtPtikleB4AaABAg,@Potraaaaa,9 months ago,2,Least popular vid wow Wsg 3k ppl who came here
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgwW6eT5U_QKIgGwKod4AaABAg,@HeHe-vv8gm,4 years ago,6,He beat you in the series 3-2😂
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,Ugy4ZAM38pyv0uV-4yh4AaABAg,@meo5857,4 years ago,9,You lost the series😂how are u “stopping toxic post scorers” lmao
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,Ugwp14UM7DHqPKE0OAh4AaABAg,@Yunkyylol,4 years ago,4,Yoooo
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgxclpaeFLCU5pyxOnF4AaABAg,@OnlyA.J,4 years ago,2,🗣🔥
ANZ8GTzm2bo,STOPPING TOXIC POST HOOKS IN A COMP SERIES NBA2K21🔒! COMP STAGE POSTSCORER GAMEPLAY IN NBA 2K21!,UgxCCqNkK5UncbqSEGx4AaABAg,@Theowithlegofortnite,5 months ago,1,4 years later now you have 30m
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgxG4NI6e6L7x3V_JL54AaABAg,@tact1cal_nuke,8 months ago,8,I found speed least popular video.
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,Ugxkvg8F80Q_c4eH5PN4AaABAg,@Trtbkv010,1 year ago,2,😂😂😂
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgwqOdJCqtVSrVjPo0F4AaABAg,@iTendos,4 years ago,2,I was in stream😌🔥
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,Ugz16QjYJ3Re4UvDStd4AaABAg,@magicwtf,4 years ago,3,🔥 bro keep up the good work bro
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgzAbFG3ipIKwklBmWl4AaABAg,@dumpsfromwoo,4 years ago,2,Aye noti gang
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,Ugw4-xHgTT23Z2b_wo94AaABAg,@Deleted_User3,1 year ago,6,This comment has 0 likes
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgxZccmDfTqE4vY2JpZ4AaABAg,@saranpack7908,4 years ago,1,The amount of post hooks you miss  on a post scorer is ode
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,Ugw3y-oyLDfS_Ax5Cax4AaABAg,@KuJiDzz,1 year ago,2,First 2023 comment
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,Ugw_vUjxv6NQxrcmjph4AaABAg,@leviopolus,8 months ago,2,"hello traveler, you have found speed's least viewed video"
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,Ugxj2avepkiFIFgrStB4AaABAg,@Supernova2024.,2 years ago,1,SPEEEEEEEED
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgywOyq7PrjXexAsLdB4AaABAg,@wynstonthagoat,4 years ago,1,"These tha type of bots that claim that claim they comp, nigga was failing school for 2 weeks trying to master post hooks with stick."
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,Ugz8w0U5Wtd6fn0zLbB4AaABAg,@lbrtwin9037,4 years ago,1,So we beat toxic lineups with toxic lineups
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgzYodGg9-GTw6ZkwG94AaABAg,@childobliterator8133,1 year ago,2,sup
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgxF553Jzn2zGGQtiXp4AaABAg,@iTendos,4 years ago,2,All theses bots inna comment
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgyPijKilHrSjLruG894AaABAg,@JWSPORTSs,10 months ago,1,HELLO CRISPY
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgzzzsfnmVdei-A2G9d4AaABAg,@kosei5526,4 years ago,2,Yurrrr
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgxPOkgTFpA1Fv2h4UR4AaABAg,@ImKen4826,8 months ago,1,W
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgxrpEx7l4u145mXkTl4AaABAg,@22FeralHogsOutBack,10 months ago,1,this was a day after mr beast released the 5 year video and 1 day after my b-day so skibidi
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgxVpPOk-2F7b6hoA354AaABAg,@mitavittuataas,2 years ago,1,gg
kMcp4Al9bVY,HOW TO BEAT TOXIC LINE UPS IN STAGE NBA 2K21! COMP STAGE GAMEPLAY IN NBA 2K21!,UgwRosqglP4hBBrGtsh4AaABAg,@sharitaw987,1 year ago,2,First 2024 comment
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgzD_rVbuUq8jVuGoFx4AaABAg,@PrevailStudios,4 years ago,4,Oh crap here comes my dad 😂😂😂😂😂😂😂😂
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,Ugz4NN0mbXeX4xYX8sl4AaABAg,@stillswervin5518,4 years ago,7,I baked him in stage lol
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgyhU7u0KGYnmeU60AR4AaABAg,@propzbtw,2 years ago,1,Who's watching this in 2022 👀
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgwD07vfC17ZlLMd-eB4AaABAg,@rixxx6026,2 years ago,4,least popular vid
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgwOP72vKrWebgioRQZ4AaABAg,@tharasmoore1979,4 years ago,1,Noti gang brodie 😈
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgxAYt2pMIxihXLlHGB4AaABAg,@tiktokisalifesaver1331,4 years ago,2,How you make this???
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgxBaQb4sE80UOM-QR94AaABAg,@SeedOilFitnessOfficial,4 years ago (edited),2,"U sure he is a 6'9 Pure Blue with the name ""2Way Finisher"" ? He cant be 6'9 if he is a PG"
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgzT3Oo9aBAWNdsllDd4AaABAg,@keseanpalmore7791,4 years ago,2,How u make tht build
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgzigoITlcnjvs_15kh4AaABAg,@Emoney14x,4 years ago,1,Speed the goat
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,Ugzm1YyngnOrChltk1Z4AaABAg,@sadrataheri7066,10 months ago,1,❤
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgwG8vP6o6a8VKd4jQV4AaABAg,@dylansharpe8822,4 years ago,1,You ain’t never “beated” me
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgwcUyThK7eiOMnQrEV4AaABAg,@doa.Tristan,2 years ago,1,What the flip bro
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgwSDvn3w_Z5N6Zv1SB4AaABAg,@parzival4555,2 years ago,1,Wow ok
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,Ugw9ptd2BNVBnlZgbyh4AaABAg,@Yunkyylol,4 years ago,1,Yur
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgxjnrCzt-v5_qh9FOR4AaABAg,@diamondzsss,2 years ago,1,🇧🇷
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,Ugy19LyO-scMk3H9BAN4AaABAg,@zaythecreator729,4 years ago,1,Peep recent 💙📈 keep grinding boi
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgwjrFvdcgMbqa678cp4AaABAg,@badge5901,4 years ago,2,"1

1"
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgxJWQ2B1At76I8b1Vl4AaABAg,@CalvinooTV,4 years ago,2,First
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgywK_ZM4P1AW8k-9F14AaABAg,@RezGoru,7 months ago,2,Can I please get a free custom build pc🥹day of asking 263
AmIkz-gcJqI,THIS SECRET POSTSCORER BUILD IS TOO OP IN NBA 2K21! THIS BUILD IS GOUNG TO TAKE OVER IN NBA 2K21!,UgwtPuGx3gU5UEKRNpZ4AaABAg,@yaapu8506,2 years ago,1,Aye yo speed
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgysXHJ6NF5DqNXhnrR4AaABAg,@ajawkx,4 years ago,8,Pizza
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,Ugwh1fr-dTsVZEV2UYx4AaABAg,@KellenPequano-j1c,2 years ago,23,Bros least popular video
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgxxUEWeuG8U9DC1Yax4AaABAg,@EncryptedShorts,2 years ago,7,I never expected a ishowspeed video with so little views
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgxMwBtyMoe0e4kgVwZ4AaABAg,@Frostfire_Gaming.,1 year ago,3,The least popular video of speed
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,Ugzp-yCT1lh9c5aqY8x4AaABAg,@farxix1656,7 months ago,3,The Best video
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,Ugwl5Pgb7sxjwse_Eq94AaABAg,@mychyl,2 years ago,4,Speed a legend. Look at how far he's come.
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgwRzKL5F2bdzOBzCWl4AaABAg,@teamev1398,2 years ago,5,Only 2.1k views damn
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgwBW2wVVIBh9M5fSvB4AaABAg,@JetleeReyes,1 year ago,3,Least popular
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgyADNF0imxGgs72gbZ4AaABAg,@GoatTipper9000,3 months ago,1,unpopularest ishowspeed video is SICK
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgxMzFvWaDVhPVxEKod4AaABAg,@jonnybummy8197,4 years ago,6,U ALWAYS LOOSING 💯😂
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,Ugxx_1keAdpyHFx1luF4AaABAg,@DudeEditzstuff,1 year ago,3,"The ones that scrolled down for his least viewed video
👇"
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgxYefeIceVq05J6GhJ4AaABAg,@ahmedyasirahmedbakry7743,5 months ago,3,2025 :)
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgxZ5kJf5zlVM8UPJQ54AaABAg,@Rp-sport3,1 year ago,3,Hi speed im Ronaldo 🙂
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,Ugw9CmJuHI3G1P1kF6d4AaABAg,@sonicthehedgehogDX,1 month ago,1,one of my favorite vids by him and it's his least popular one too
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,Ugw8Kv4jEgiPkIqCXFJ4AaABAg,@bubblebubble2715,1 year ago,1,Dayum
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgwPW6JOKQcmRDWzz2l4AaABAg,@USAisatyourdoor,2 years ago,1,SUP SPEED
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgzoJ4su_9tqN0onXqV4AaABAg,@pongawi,1 year ago,1,Ambatukam
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,Ugx_eIcsfVut0a-CGz54AaABAg,@vresure,4 years ago,2,Yessir
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgxfxysMfgTySRhMjHt4AaABAg,@Vari2682,1 year ago,1,siuu
HG4bpFO2UPg,NEVER GIVE UP IN COMP STAGE 1v1 GAMEPLAY IN NBA 2K21! BEST COMEBACK IN POSTSCORER HISTORY EVER!,UgxnhZOB3jQRvCQBjFN4AaABAg,@LucUltraRWB,1 year ago,1,Least viewed video…??
2ltKrtp5Tmo,COMP POSTSCORER GETS COCKY AND IT BACKFIRES! BEST POSTSCORER IN NBA 2K21!,UgyoBi_KqA-3t4pXZEF4AaABAg,@snagalerttv,4 years ago,2,U funny speed😂😂
2ltKrtp5Tmo,COMP POSTSCORER GETS COCKY AND IT BACKFIRES! BEST POSTSCORER IN NBA 2K21!,Ugzw2t6WqlAqciiTAmx4AaABAg,@ghanemiayman3819,9 months ago,1,bro speed on this video is not in its normal 😂😂
2ltKrtp5Tmo,COMP POSTSCORER GETS COCKY AND IT BACKFIRES! BEST POSTSCORER IN NBA 2K21!,Ugxrp7kZ4KD9KPF8X614AaABAg,@AstroAkash,1 year ago,2,really just 15 comment? this teach me something that never to give up on your dreams :)
2ltKrtp5Tmo,COMP POSTSCORER GETS COCKY AND IT BACKFIRES! BEST POSTSCORER IN NBA 2K21!,UgybHX1jbF02--lffqt4AaABAg,@kosei5526,4 years ago,3,💪🏾💪🏾💪🏾🔥🔥🔥🔥💪🏾
2ltKrtp5Tmo,COMP POSTSCORER GETS COCKY AND IT BACKFIRES! BEST POSTSCORER IN NBA 2K21!,UgyZO9ge6era0cwtRIp4AaABAg,@KYISDOPE,4 years ago,2,I was in the stream nigga talking bout guard it and got pooped on. 😂
2ltKrtp5Tmo,COMP POSTSCORER GETS COCKY AND IT BACKFIRES! BEST POSTSCORER IN NBA 2K21!,UgwOhDeylMf6B_ncGdN4AaABAg,@Yunkyylol,4 years ago,3,"Good game speed, thanks for the raid I hit 400 subs for my bday"
